# source: REQUEST-942-APPLICATION-ATTACK-SQLI.conf	(regenerate: python .claude/skills/crs-retrieve-analyze/tools/build_rule_index.py)
id	file	line	phase	pl	variables	operator	transforms	chain	severity	tags	msg
942270	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	329	2	1	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	Looking for basic sql injection. Common attack string for mysql, oracle and others
942280	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	355	2	1	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|REQUEST_HEADERS:User-Agent|REQUEST_HEADERS:Referer|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	Detects Postgres pg_sleep injection, waitfor delay attacks and database shutdown attempts
942290	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	381	2	1	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	Finds basic MongoDB SQL injection attempts
942320	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	410	2	1	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	Detects MySQL and PostgreSQL stored procedure/function injections
942350	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	436	2	1	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni,replaceComments	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	Detects MySQL UDF injection and other data/structure manipulation attempts
942360	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	475	2	1	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	Detects concatenated basic SQL injection and SQLLFI attempts
942500	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	516	2	1	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	MySQL in-line comment detected
942540	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	553	2	1	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni,replaceComments	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	SQL Authentication bypass (split query)
942560	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	583	2	1	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni,replaceComments	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	MySQL Scientific Notation payload detected
942550	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	613	2	1	REQUEST_FILENAME|REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni,removeWhitespace	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	JSON-Based SQL Injection
942120	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	653	2	2	ARGS_NAMES|ARGS|REQUEST_FILENAME|XML:/*	@rx	none,utf8toUnicode,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	SQL Injection Attack: SQL Operator Detected
942130	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	694	2	2	ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni,replaceComments	1	CRITICAL	application-multi language-multi platform-multi attack-sqli	SQL Injection Attack: SQL Boolean-based attack detected
942131	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	730	2	2	ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni,replaceComments	1	CRITICAL	application-multi language-multi platform-multi attack-sqli	SQL Injection Attack: SQL Boolean-based attack detected
942150	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	767	2	2	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	SQL Injection Attack: SQL function name detected
942180	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	810	2	2	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	Detects basic SQL authentication bypass attempts 1/3
942200	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	839	2	2	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|REQUEST_HEADERS:User-Agent|REQUEST_HEADERS:Referer|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	Detects MySQL comment-/space-obfuscated injections and backtick termination
942210	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	868	2	2	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	Detects chained SQL injection attempts 1/2
942260	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	894	2	2	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	Detects basic SQL authentication bypass attempts 2/3
942300	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	920	2	2	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	Detects MySQL comments, conditions and ch(a)r injections
942310	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	946	2	2	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	Detects chained SQL injection attempts 2/2
942330	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	980	2	2	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	Detects classic SQL injection probings 1/3
942340	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1009	2	2	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	Detects basic SQL authentication bypass attempts 3/3
942361	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1034	2	2	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	Detects basic SQL injection based on keyword alter or union
942362	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1064	2	2	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	Detects concatenated basic SQL injection and SQLLFI attempts
942370	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1096	2	2	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|REQUEST_HEADERS:Referer|REQUEST_HEADERS:User-Agent|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	Detects classic SQL injection probings 2/3
942380	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1122	2	2	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	SQL Injection Attack
942390	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1148	2	2	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	SQL Injection Attack
942400	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1174	2	2	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	SQL Injection Attack
942410	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1205	2	2	REQUEST_COOKIES|!REQUEST_COOKIES:/_pk_ref/|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	SQL Injection Attack
942470	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1234	2	2	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	SQL Injection Attack
942480	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1263	2	2	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|REQUEST_HEADERS|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	SQL Injection Attack
942430	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1309	2	2	ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	WARNING	application-multi language-multi platform-multi attack-sqli	Restricted SQL Character Anomaly Detection (args): # of special characters exceeded (12)
942440	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1368	2	2	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	1	CRITICAL	application-multi language-multi platform-multi attack-sqli	SQL Comment Sequence Detected
942450	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1404	2	2	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	SQL Bin or Hex Encoding Identified
942510	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1456	2	2	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	SQLi bypass attempt by ticks or backticks detected
942520	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1483	2	2	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	Detects basic SQL authentication bypass attempts 4.0/4
942521	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1516	2	2	REQUEST_HEADERS:User-Agent|REQUEST_HEADERS:Referer|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	1	CRITICAL	application-multi language-multi platform-multi attack-sqli	Detects basic SQL authentication bypass attempts 4.1/4
942522	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1544	2	2	ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	Detects basic SQL authentication bypass attempts 4.1/4
942101	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1582	1	2	REQUEST_BASENAME|REQUEST_FILENAME	@detectSQLi	none,utf8toUnicode,urlDecodeUni,removeNulls	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	SQL Injection Attack Detected via libinjection
942152	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1614	1	2	REQUEST_HEADERS:Referer|REQUEST_HEADERS:User-Agent	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	SQL Injection Attack: SQL function name detected
942321	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1644	1	2	REQUEST_HEADERS:Referer|REQUEST_HEADERS:User-Agent	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	Detects MySQL and PostgreSQL stored procedure/function injections
942251	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1684	2	3	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	Detects HAVING injections
942490	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1708	2	3	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	Detects classic SQL injection probings 3/3
942420	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1753	1	3	REQUEST_COOKIES|REQUEST_COOKIES_NAMES	@rx	none,urlDecodeUni	0	WARNING	application-multi language-multi platform-multi attack-sqli	Restricted SQL Character Anomaly Detection (cookies): # of special characters exceeded (8)
942431	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1787	2	3	ARGS_NAMES|!ARGS_NAMES:/^[\w]+\[[\w\-]+\]\[[\w\-]*?\]$/|!ARGS_NAMES:/^[\w]+\[[\w\-]+\]\[[\w\-]+\]\[[\w\-]*?\]$/|ARGS|XML:/*	@rx	none,urlDecodeUni	0	WARNING	application-multi language-multi platform-multi attack-sqli	Restricted SQL Character Anomaly Detection (args): # of special characters exceeded (6)
942460	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1829	2	3	ARGS	@rx	none	0	WARNING	application-multi language-multi platform-multi attack-sqli	Meta-Character Anomaly Detection Alert - Repetitive Non-Word Characters
942511	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1882	2	3	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	SQLi bypass attempt by ticks detected
942530	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1911	2	3	REQUEST_COOKIES|REQUEST_COOKIES_NAMES|ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-sqli	SQLi query termination detected
942421	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1950	1	4	REQUEST_COOKIES|REQUEST_COOKIES_NAMES	@rx	none,urlDecodeUni	0	WARNING	application-multi language-multi platform-multi attack-sqli	Restricted SQL Character Anomaly Detection (cookies): # of special characters exceeded (3)
942432	REQUEST-942-APPLICATION-ATTACK-SQLI.conf	1984	2	4	ARGS_NAMES|ARGS|XML:/*	@rx	none,urlDecodeUni	0	WARNING	application-multi language-multi platform-multi attack-sqli	Restricted SQL Character Anomaly Detection (args): # of special characters exceeded (2)
