# source: REQUEST-920-PROTOCOL-ENFORCEMENT.conf	(regenerate: python .claude/skills/crs-retrieve-analyze/tools/build_rule_index.py)
id	file	line	phase	pl	variables	operator	transforms	chain	severity	tags	msg
920650	REQUEST-920-PROTOCOL-ENFORCEMENT.conf	1627	2	2	TX:allow_method_override_parameter	@eq	none	1	CRITICAL	application-multi language-multi platform-multi attack-protocol	HTTP method override attempt via _method parameter
920272	REQUEST-920-PROTOCOL-ENFORCEMENT.conf	1664	2	3	REQUEST_URI_RAW|REQUEST_HEADERS|ARGS|ARGS_NAMES|REQUEST_BODY	@validateByteRange	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-protocol	Invalid character in request (outside of printable chars below ascii 127)
920300	REQUEST-920-PROTOCOL-ENFORCEMENT.conf	1699	1	3	&REQUEST_HEADERS:Accept	@eq	none	1	NOTICE	application-multi language-multi platform-multi attack-protocol	Request Missing an Accept Header
920490	REQUEST-920-PROTOCOL-ENFORCEMENT.conf	1733	1	3	&REQUEST_HEADERS:x-up-devcap-post-charset	@ge	none	1	CRITICAL	language-aspnet platform-windows attack-protocol	Request header x-up-devcap-post-charset detected in combination with prefix \
920510	REQUEST-920-PROTOCOL-ENFORCEMENT.conf	1785	1	3	&REQUEST_HEADERS:Cache-Control	@gt	none	1	CRITICAL	application-multi language-multi platform-multi attack-protocol	Invalid Cache-Control request header
920521	REQUEST-920-PROTOCOL-ENFORCEMENT.conf	1817	1	3	REQUEST_HEADERS:Accept-Encoding	!@rx	none,lowercase	0	CRITICAL	application-multi language-multi platform-multi attack-protocol	Illegal Accept-Encoding header
920202	REQUEST-920-PROTOCOL-ENFORCEMENT.conf	1846	1	4	REQUEST_BASENAME	@endsWith	none,urlDecodeUni	1	WARNING	application-multi language-multi platform-multi attack-protocol	Range: Too many fields for pdf request (6 or more)
920273	REQUEST-920-PROTOCOL-ENFORCEMENT.conf	1874	2	4	ARGS|ARGS_NAMES|REQUEST_BODY	@validateByteRange	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-protocol	Invalid character in request (outside of very strict set)
920274	REQUEST-920-PROTOCOL-ENFORCEMENT.conf	1896	1	4	REQUEST_HEADERS|!REQUEST_HEADERS:User-Agent|!REQUEST_HEADERS:Referer|!REQUEST_HEADERS:Cookie|!REQUEST_HEADERS:Sec-Fetch-User|!REQUEST_HEADERS:Sec-CH-UA|!REQUEST_HEADERS:Sec-CH-UA-Mobile	@validateByteRange	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-protocol	Invalid character in request headers (outside of very strict set)
920275	REQUEST-920-PROTOCOL-ENFORCEMENT.conf	1923	1	4	REQUEST_HEADERS:Sec-Fetch-User|REQUEST_HEADERS:Sec-CH-UA-Mobile	!@rx	none,urlDecodeUni	0	CRITICAL	application-multi language-multi platform-multi attack-protocol	Invalid character in request headers (outside of very strict set)
920460	REQUEST-920-PROTOCOL-ENFORCEMENT.conf	1967	2	4	REQUEST_URI|REQUEST_HEADERS|ARGS|ARGS_NAMES	@rx	none,htmlEntityDecode,lowercase	0	CRITICAL	application-multi language-multi platform-multi attack-protocol	Abnormal character escapes in request
